AEBBXRTR|20190422|101|150|4,33|428,14
AEBBXRTR|20190422|151|200|6,40|428,14
AEBBXRTR|20190422|201|250|10,56|428,14
AEBBXRTR|20190422|251|300|12,99|428,14
AEBBXRTR|20190422|301|400|15,41|428,14
AEBBXRTR|20190422|401|500|23,00|428,14
AEBBXRTR|20190422|501|9999999|33,09|428,14
AEBBXRTR|20190501|0|30|0,62|439,61
AEBBXRTR|20190501|31|50|0,90|439,61
AEBBXRTR|20190501|51|100|2,04|439,61
AEBBXRTR|20190501|101|150|4,33|439,61
AEBBXRTR|20190501|151|200|6,40|439,61
AEBBXRTR|20190501|201|250|10,56|439,61
AEBBXRTR|20190501|251|300|12,99|439,61
AEBBXRTR|20190501|301|400|15,41|439,61
AEBBXRTR|20190501|401|500|23,00|439,61
AEBBXRTR|20190501|501|9999999|33,09|439,61
AEBBXRTR|20190601|0|30|0,62|419,63
AEBBXRTR|20190601|31|50|0,90|419,63
AEBBXRTR|20190601|51|100|2,04|419,63
AEBBXRTR|20190601|101|150|4,33|419,63
AEBBXRTR|20190601|151|200|6,40|419,63
AEBBXRTR|20190601|201|250|10,56|419,63
AEBBXRTR|20190601|251|300|12,99|419,63
AEBBXRTR|20190601|301|400|15,41|419,63
AEBBXRTR|20190601|401|500|23,00|419,63
AEBBXRTR|20190601|501|9999999|33,09|419,63
AEBCOMTR|20190422|0|30|1,31|428,14
AEBCOMTR|20190422|31|50|1,65|428,14
AEBCOMTR|20190422|51|100|2,86|428,14
AEBCOMTR|20190422|101|150|5,84|428,14
AEBCOMTR|20190422|151|200|7,97|428,14
AEBCOMTR|20190422|201|250|11,75|428,14
AEBCOMTR|20190422|251|300|14,48|428,14
AEBCOMTR|20190422|301|400|18,72|428,14
AEBCOMTR|20190422|401|500|25,70|428,14
AEBCOMTR|20190422|501|9999999|39,69|428,14
AEBCOMTR|20190501|0|30|1,31|439,61
AEBCOMTR|20190501|31|50|1,65|439,61
AEBCOMTR|20190501|51|100|2,86|439,61
AEBCOMTR|20190501|101|150|5,84|439,61
AEBCOMTR|20190501|151|200|7,97|439,61
AEBCOMTR|20190501|201|250|11,75|439,61
AEBCOMTR|20190501|251|300|14,48|439,61
